Time,Load,Extension,Disp (Strain 1)
(s),(kN),(mm),(mm)
0.00000,0.17464,0.00000,0.00001
0.10000,0.17906,0.00099,0.00003
0.20000,0.23908,0.00631,0.00028
0.30000,0.31165,0.01061,0.00054
0.40000,0.37634,0.01415,0.00080
0.50000,0.43502,0.01730,0.00099
0.60000,0.51534,0.02126,0.00131
0.70000,0.57937,0.02431,0.00157
0.80000,0.65631,0.02826,0.00184
0.90000,0.72419,0.03137,0.00208
1.00000,0.78907,0.03498,0.00232
1.10000,0.86908,0.03869,0.00262
1.20000,0.92817,0.04180,0.00287
1.30000,1.00674,0.04567,0.00321
1.40000,1.06889,0.04881,0.00344
1.50000,1.14085,0.05261,0.00370
1.60000,1.21399,0.05606,0.00399
1.70000,1.27794,0.05964,0.00427
1.80000,1.34957,0.06330,0.00460
1.90000,1.40308,0.06641,0.00483
2.00000,1.47393,0.07031,0.00512
2.10000,1.53376,0.07350,0.00530
2.20000,1.59574,0.07700,0.00561
2.30000,1.66167,0.08052,0.00594
2.40000,1.72038,0.08403,0.00618
2.50000,1.78661,0.08771,0.00644
2.60000,1.84081,0.09098,0.00673
2.70000,1.90247,0.09458,0.00696
2.80000,1.96333,0.09805,0.00720
2.90000,2.01961,0.10153,0.00738
3.00000,2.07778,0.10507,0.00763
3.10000,2.13356,0.10868,0.00785
3.20000,2.18693,0.11211,0.00805
3.30000,2.23825,0.11554,0.00823
3.40000,2.28986,0.11897,0.00846
3.50000,2.34264,0.12256,0.00864
3.60000,2.39608,0.12610,0.00887
3.70000,2.44376,0.12950,0.00908
3.80000,2.49834,0.13306,0.00932
3.90000,2.54406,0.13641,0.00949
4.00000,2.59880,0.14009,0.00974
4.10000,2.64456,0.14345,0.00988
4.20000,2.69489,0.14705,0.01007
4.30000,2.74486,0.15048,0.01022
4.40000,2.79142,0.15401,0.01040
4.50000,2.84696,0.15776,0.01063
4.60000,2.88489,0.16096,0.01077
4.70000,2.93800,0.16477,0.01095
4.80000,2.97654,0.16793,0.01108
4.90000,3.02130,0.17164,0.01123
5.00000,3.05920,0.17508,0.01136
5.10000,3.08663,0.17851,0.01148
5.20000,3.12896,0.18232,0.01163
5.30000,3.14661,0.18528,0.01170
5.40000,3.18722,0.18922,0.01185
5.50000,3.21506,0.19244,0.01196
5.60000,3.24412,0.19600,0.01205
5.70000,3.28253,0.19963,0.01222
5.80000,3.30476,0.20289,0.01230
5.90000,3.34919,0.20688,0.01245
6.00000,3.36920,0.20988,0.01249
6.10000,3.40739,0.21367,0.01272
6.20000,3.43874,0.21699,0.01280
6.30000,3.46696,0.22047,0.01289
6.40000,3.50846,0.22419,0.01307
6.50000,3.53011,0.22733,0.01312
6.60000,3.57110,0.23112,0.01326
6.70000,3.59968,0.23440,0.01337
6.80000,3.63365,0.23803,0.01347
6.90000,3.67155,0.24162,0.01355
7.00000,3.69774,0.24491,0.01366
7.10000,3.73869,0.24866,0.01382
7.20000,3.76696,0.25194,0.01390
7.30000,3.80440,0.25567,0.01405
7.40000,3.83703,0.25906,0.01418
7.50000,3.86705,0.26250,0.01425
7.60000,3.90626,0.26614,0.01439
7.70000,3.93695,0.26951,0.01452
7.80000,3.97440,0.27315,0.01465
7.90000,4.00809,0.27654,0.01477
8.00000,4.03922,0.27998,0.01489
8.10000,4.07850,0.28365,0.01501
8.20000,4.10908,0.28697,0.01510
8.30000,4.14354,0.29057,0.01524
8.40000,4.17829,0.29399,0.01538
8.50000,4.21096,0.29750,0.01548
8.60000,4.25169,0.30128,0.01563
8.70000,4.27885,0.30447,0.01572
8.80000,4.31886,0.30826,0.01587
8.90000,4.34962,0.31148,0.01601
9.00000,4.38198,0.31496,0.01609
9.10000,4.42600,0.31868,0.01628
9.20000,4.44980,0.32181,0.01635
9.30000,4.49237,0.32564,0.01652
9.40000,4.52215,0.32882,0.01665
9.50000,4.56101,0.33260,0.01677
9.60000,4.60161,0.33610,0.01692
9.70000,4.62550,0.33935,0.01699
9.80000,4.67534,0.34330,0.01721
9.90000,4.69587,0.34628,0.01726
10.00000,4.74114,0.35026,0.01743
10.10000,4.77474,0.35348,0.01753
10.20000,4.80588,0.35702,0.01766
10.30000,4.85364,0.36073,0.01783
10.40000,4.87310,0.36385,0.01790
10.50000,4.92693,0.36803,0.01810
10.60000,4.94698,0.37084,0.01814
10.70000,4.98687,0.37458,0.01831
10.80000,5.02935,0.37807,0.01841
10.90000,5.05597,0.38142,0.01854
11.00000,5.10558,0.38529,0.01878
11.10000,5.12658,0.38828,0.01880
11.20000,5.17389,0.39222,0.01900
11.30000,5.21011,0.39552,0.01913
11.40000,5.24278,0.39915,0.01921
11.50000,5.28887,0.40277,0.01937
11.60000,5.31119,0.40589,0.01943
11.70000,5.35894,0.40970,0.01958
11.80000,5.38971,0.41289,0.01966
11.90000,5.42958,0.41659,0.01981
12.00000,5.46777,0.42002,0.01993
12.10000,5.49627,0.42332,0.02006
12.20000,5.54503,0.42715,0.02025
12.30000,5.57954,0.43051,0.02039
12.40000,5.61611,0.43407,0.02052
12.50000,5.65466,0.43751,0.02061
12.60000,5.68549,0.44085,0.02080
12.70000,5.72772,0.44453,0.02089
12.80000,5.76494,0.44795,0.02102
12.90000,5.80516,0.45167,0.02115
13.00000,5.84378,0.45504,0.02126
13.10000,5.87375,0.45844,0.02136
13.20000,5.92242,0.46237,0.02156
13.30000,5.95222,0.46549,0.02161
13.40000,5.98706,0.46899,0.02178
13.50000,6.03357,0.47259,0.02193
13.60000,6.06234,0.47592,0.02205
13.70000,6.11342,0.47988,0.02225
13.80000,6.13783,0.48289,0.02233
13.90000,6.18158,0.48670,0.02249
14.00000,6.22016,0.48994,0.02264
14.10000,6.25143,0.49346,0.02272
14.20000,6.30852,0.49744,0.02293
14.30000,6.32747,0.50036,0.02301
14.40000,6.37736,0.50430,0.02319
14.50000,6.40639,0.50727,0.02329
14.60000,6.44835,0.51109,0.02346
14.70000,6.49476,0.51454,0.02364
14.80000,6.51670,0.51770,0.02372
14.90000,6.57516,0.52187,0.02392
15.00000,6.59977,0.52479,0.02400
15.10000,6.64414,0.52867,0.02417
15.20000,6.68369,0.53194,0.02428
15.30000,6.71476,0.53541,0.02438
15.40000,6.76663,0.53919,0.02455
15.50000,6.79019,0.54229,0.02462
15.60000,6.84529,0.54637,0.02481
15.70000,6.87396,0.54939,0.02490
15.80000,6.91365,0.55308,0.02507
15.90000,6.96308,0.55675,0.02522
16.00000,6.98834,0.55994,0.02531
16.10000,7.03736,0.56375,0.02546
16.20000,7.06791,0.56691,0.02557
16.30000,7.10978,0.57061,0.02569
16.40000,7.15418,0.57416,0.02588
16.50000,7.18531,0.57751,0.02596
16.60000,7.22931,0.58117,0.02612
16.70000,7.26120,0.58438,0.02623
16.80000,7.30709,0.58818,0.02642
16.90000,7.34914,0.59166,0.02652
17.00000,7.38024,0.59504,0.02662
17.10000,7.42821,0.59881,0.02675
17.20000,7.45323,0.60181,0.02684
17.30000,7.49700,0.60559,0.02700
17.40000,7.54008,0.60900,0.02714
17.50000,7.57026,0.61235,0.02721
17.60000,7.62232,0.61621,0.02744
17.70000,7.64757,0.61924,0.02750
17.80000,7.69544,0.62320,0.02769
17.90000,7.73730,0.62652,0.02785
18.00000,7.76451,0.62984,0.02796
18.10000,7.82082,0.63379,0.02811
18.20000,7.84239,0.63677,0.02823
18.30000,7.89554,0.64088,0.02845
18.40000,7.92654,0.64390,0.02857
18.50000,7.96585,0.64766,0.02870
18.60000,8.01945,0.65129,0.02890
18.70000,8.03522,0.65433,0.02897
18.80000,8.09594,0.65853,0.02924
18.90000,8.11736,0.66135,0.02933
19.00000,8.16392,0.66525,0.02945
19.10000,8.20673,0.66852,0.02962
19.20000,8.23571,0.67193,0.02971
19.30000,8.29115,0.67575,0.02993
19.40000,8.31037,0.67873,0.02998
19.50000,8.36757,0.68280,0.03018
19.60000,8.40029,0.68592,0.03029
19.70000,8.43928,0.68969,0.03043
19.80000,8.48660,0.69316,0.03057
19.90000,8.50908,0.69634,0.03067
20.00000,8.56503,0.70032,0.03083
20.10000,8.59282,0.70336,0.03093
20.20000,8.63645,0.70709,0.03107
20.30000,8.67734,0.71052,0.03117
20.40000,8.70971,0.71390,0.03139
20.50000,8.75874,0.71763,0.03152
20.60000,8.79244,0.72091,0.03164
20.70000,8.83332,0.72454,0.03181
20.80000,8.87558,0.72802,0.03197
20.90000,8.90933,0.73142,0.03207
21.00000,8.95668,0.73523,0.03224
21.10000,8.99099,0.73851,0.03234
21.20000,9.03028,0.74211,0.03247
21.30000,9.07343,0.74557,0.03259
21.40000,9.10381,0.74891,0.03272
21.50000,9.15761,0.75295,0.03285
21.60000,9.18623,0.75600,0.03297
21.70000,9.22565,0.75967,0.03308
21.80000,9.26847,0.76304,0.03327
21.90000,9.29791,0.76634,0.03338
22.00000,9.35277,0.77027,0.03357
22.10000,9.37758,0.77332,0.03364
22.20000,9.42664,0.77726,0.03386
22.30000,9.46071,0.78035,0.03394
22.40000,9.49784,0.78405,0.03408
22.50000,9.55447,0.78783,0.03433
22.60000,9.57023,0.79081,0.03439
22.70000,9.62523,0.79484,0.03465
22.80000,9.65082,0.79775,0.03472
22.90000,9.69707,0.80165,0.03495
23.00000,9.74100,0.80497,0.03512
23.10000,9.76712,0.80832,0.03521
23.20000,9.82481,0.81231,0.03541
23.30000,9.84390,0.81520,0.03548
23.40000,9.89714,0.81926,0.03565
23.50000,9.93339,0.82240,0.03574
23.60000,9.96622,0.82595,0.03589
23.70000,10.01791,0.82966,0.03605
23.80000,10.04226,0.83289,0.03617
23.90000,10.09920,0.83692,0.03635
24.00000,10.12445,0.83987,0.03644
24.10000,10.16687,0.84367,0.03657
24.20000,10.20988,0.84710,0.03673
24.30000,10.23869,0.85046,0.03677
24.40000,10.29101,0.85430,0.03696
24.50000,10.31732,0.85738,0.03705
24.60000,10.36208,0.86111,0.03719
24.70000,10.40167,0.86447,0.03734
24.80000,10.43764,0.86806,0.03746
24.90000,10.48241,0.87170,0.03761
25.00000,10.51105,0.87483,0.03773
25.10000,10.55740,0.87862,0.03792
25.20000,10.60035,0.88209,0.03805
25.30000,10.63374,0.88555,0.03820
25.40000,10.67978,0.88928,0.03832
25.50000,10.70857,0.89241,0.03843
25.60000,10.75219,0.89608,0.03856
25.70000,10.79384,0.89948,0.03868
25.80000,10.82743,0.90296,0.03874
25.90000,10.87760,0.90669,0.03894
26.00000,10.90154,0.90974,0.03904
26.10000,10.95238,0.91371,0.03922
26.20000,10.99081,0.91697,0.03935
26.30000,11.02274,0.92042,0.03948
26.40000,11.07365,0.92412,0.03964
26.50000,11.09800,0.92734,0.03974
26.60000,11.15509,0.93146,0.03991
26.70000,11.17961,0.93438,0.04001
26.80000,11.22377,0.93820,0.04022
26.90000,11.27045,0.94162,0.04040
27.00000,11.29117,0.94487,0.04048
27.10000,11.35239,0.94894,0.04074
27.20000,11.37115,0.95181,0.04080
27.30000,11.42373,0.95582,0.04101
27.40000,11.45682,0.95885,0.04110
27.50000,11.49154,0.96255,0.04124
27.60000,11.54849,0.96628,0.04151
27.70000,11.56153,0.96920,0.04153
27.80000,11.62176,0.97332,0.04176
27.90000,11.65153,0.97631,0.04186
28.00000,11.69380,0.98019,0.04203
28.10000,11.74392,0.98369,0.04218
28.20000,11.76452,0.98695,0.04226
28.30000,11.81875,0.99082,0.04242
28.40000,11.83945,0.99368,0.04253
28.50000,11.89267,0.99769,0.04264
28.60000,11.93280,1.00097,0.04281
28.70000,11.95871,1.00436,0.04292
28.80000,12.01440,1.00827,0.04310
28.90000,12.04274,1.01140,0.04319
29.00000,12.08800,1.01511,0.04337
29.10000,12.12534,1.01839,0.04353
29.20000,12.15958,1.02193,0.04364
29.30000,12.21158,1.02583,0.04380
29.40000,12.24183,1.02905,0.04392
29.50000,12.28326,1.03260,0.04404
29.60000,12.32492,1.03601,0.04418
29.70000,12.35550,1.03943,0.04427
29.80000,12.40881,1.04338,0.04445
29.90000,12.43758,1.04645,0.04461
30.00000,12.47975,1.05020,0.04475
30.10000,12.51945,1.05345,0.04489
30.20000,12.55165,1.05693,0.04497
30.30000,12.60944,1.06086,0.04520
30.40000,12.62672,1.06380,0.04524
30.50000,12.67620,1.06774,0.04539
30.60000,12.71243,1.07083,0.04557
30.70000,12.75061,1.07464,0.04569
30.80000,12.80849,1.07837,0.04596
30.90000,12.82225,1.08140,0.04596
31.00000,12.87821,1.08540,0.04620
31.10000,12.89765,1.08816,0.04625
31.20000,12.94571,1.09212,0.04649
31.30000,12.99320,1.09546,0.04658
31.40000,13.01570,1.09880,0.04673
31.50000,13.07618,1.10284,0.04693
31.60000,13.09285,1.10569,0.04698
31.70000,13.14866,1.10984,0.04715
31.80000,13.17885,1.11280,0.04729
31.90000,13.21256,1.11649,0.04744
32.00000,13.26932,1.12023,0.04763
32.10000,13.28631,1.12336,0.04775
32.20000,13.34707,1.12748,0.04797
32.30000,13.36797,1.13030,0.04802
32.40000,13.41428,1.13427,0.04816
32.50000,13.45592,1.13755,0.04831
32.60000,13.47980,1.14092,0.04837
32.70000,13.54050,1.14496,0.04856
32.80000,13.55889,1.14784,0.04865
32.90000,13.60477,1.15162,0.04880
33.00000,13.64667,1.15501,0.04892
33.10000,13.67997,1.15853,0.04904
33.20000,13.72434,1.16216,0.04921
33.30000,13.75369,1.16534,0.04932
33.40000,13.79929,1.16913,0.04946
33.50000,13.84418,1.17264,0.04962
33.60000,13.87362,1.17607,0.04971
33.70000,13.91906,1.17983,0.04984
33.80000,13.94379,1.18289,0.04992
33.90000,13.98407,1.18655,0.05004
34.00000,14.02796,1.19005,0.05021
34.10000,14.05404,1.19337,0.05030
34.20000,14.10474,1.19729,0.05054
34.30000,14.12255,1.20025,0.05055
34.40000,14.17265,1.20428,0.05075
34.50000,14.20961,1.20752,0.05089
34.60000,14.23169,1.21088,0.05101
34.70000,14.28585,1.21469,0.05117
34.80000,14.30065,1.21770,0.05122
34.90000,14.35766,1.22191,0.05139
35.00000,14.38121,1.22481,0.05153
35.10000,14.42277,1.22879,0.05167
35.20000,14.46436,1.23206,0.05185
35.30000,14.47863,1.23532,0.05192
35.40000,14.54382,1.23949,0.05214
35.50000,14.55098,1.24224,0.05215
35.60000,14.59967,1.24624,0.05235
35.70000,14.63393,1.24943,0.05244
35.80000,14.66164,1.25309,0.05253
35.90000,14.71360,1.25672,0.05272
36.00000,14.72235,1.25977,0.05274
36.10000,14.78038,1.26387,0.05292
36.20000,14.80115,1.26680,0.05301
36.30000,14.84264,1.27076,0.05318
36.40000,14.88557,1.27417,0.05333
36.50000,14.90166,1.27746,0.05342
36.60000,14.95106,1.28123,0.05360
36.70000,14.97169,1.28431,0.05370
36.80000,15.01989,1.28825,0.05386
36.90000,15.04934,1.29139,0.05397
37.00000,15.07709,1.29494,0.05407
37.10000,15.12581,1.29872,0.05424
37.20000,15.14918,1.30188,0.05434
37.30000,15.19075,1.30557,0.05452
37.40000,15.22527,1.30897,0.05462
37.50000,15.25553,1.31245,0.05477
37.60000,15.29910,1.31620,0.05489
37.70000,15.32836,1.31952,0.05501
37.80000,15.36724,1.32316,0.05515
37.90000,15.40059,1.32646,0.05526
38.00000,15.42866,1.32992,0.05539
38.10000,15.48160,1.33392,0.05555
38.20000,15.50251,1.33696,0.05559
38.30000,15.53876,1.34064,0.05571
38.40000,15.57662,1.34398,0.05586
38.50000,15.60563,1.34745,0.05596
38.60000,15.65881,1.35135,0.05614
38.70000,15.67275,1.35434,0.05622
38.80000,15.71739,1.35823,0.05635
38.90000,15.75088,1.36136,0.05645
39.00000,15.78622,1.36513,0.05659
39.10000,15.83629,1.36875,0.05673
39.20000,15.85018,1.37190,0.05680
39.30000,15.90316,1.37588,0.05700
39.40000,15.91931,1.37873,0.05704
39.50000,15.96589,1.38273,0.05723
39.60000,16.00094,1.38587,0.05738
39.70000,16.02723,1.38937,0.05745
39.80000,16.08077,1.39323,0.05767
39.90000,16.09620,1.39622,0.05774
40.00000,16.14955,1.40025,0.05794
40.10000,16.17735,1.40335,0.05807
40.20000,16.21117,1.40705,0.05821
40.30000,16.25766,1.41061,0.05836
40.40000,16.27878,1.41390,0.05843
40.50000,16.33004,1.41781,0.05859
40.60000,16.35486,1.42090,0.05866
40.70000,16.39467,1.42469,0.05879
40.80000,16.43419,1.42810,0.05891
40.90000,16.46092,1.43156,0.05902
41.00000,16.50636,1.43526,0.05918
41.10000,16.52999,1.43839,0.05925
41.20000,16.57210,1.44211,0.05939
41.30000,16.60825,1.44548,0.05949
41.40000,16.63834,1.44895,0.05964
41.50000,16.68370,1.45271,0.05981
41.60000,16.70875,1.45588,0.05987
41.70000,16.75273,1.45966,0.06003
41.80000,16.79414,1.46323,0.06020
41.90000,16.82049,1.46659,0.06026
42.00000,16.86162,1.47019,0.06044
42.10000,16.88427,1.47331,0.06056
42.20000,16.92852,1.47718,0.06071
42.30000,16.96756,1.48052,0.06085
42.40000,16.99313,1.48387,0.06098
42.50000,17.04356,1.48774,0.06112
42.60000,17.06301,1.49074,0.06118
42.70000,17.11151,1.49472,0.06135
42.80000,17.14564,1.49793,0.06149
42.90000,17.17338,1.50146,0.06153
43.00000,14.35806,1.50606,0.05266
43.10000,13.68045,1.50861,0.05053
43.20000,13.50886,1.51258,0.04998
43.30000,13.41256,1.51542,0.04975
43.40000,13.37729,1.51908,0.04967
43.50000,13.37408,1.52259,0.04972
43.60000,13.35501,1.52597,0.04970
43.70000,13.38488,1.53002,0.04981
43.80000,13.36143,1.53285,0.04978
43.90000,13.38357,1.53684,0.04991
44.00000,13.38940,1.53989,0.04993
44.10000,13.39225,1.54347,0.05000
44.20000,13.42583,1.54726,0.05012
44.30000,13.41014,1.55030,0.05008
44.40000,13.44380,1.55434,0.05022
44.50000,13.44355,1.55740,0.05028
44.60000,13.45975,1.56132,0.05037
44.70000,13.47563,1.56464,0.05043
44.80000,13.46196,1.56781,0.05040
44.90000,13.49333,1.57176,0.05059
45.00000,13.49248,1.57487,0.05058
45.10000,13.51128,1.57871,0.05067
45.20000,13.51991,1.58198,0.05074
45.30000,13.51979,1.58546,0.05077
45.40000,13.54343,1.58917,0.05084
45.50000,13.53731,1.59233,0.05085
45.60000,13.55515,1.59608,0.05093
45.70000,13.56363,1.59946,0.05098
45.80000,13.56636,1.60299,0.05104
45.90000,13.58562,1.60682,0.05113
46.00000,13.58615,1.61014,0.05113
46.10000,13.59198,1.61367,0.05117
46.20000,13.59275,1.61689,0.05118
46.30000,13.59617,1.62048,0.05123
46.40000,13.61649,1.62440,0.05131
46.50000,13.60374,1.62747,0.05129
46.60000,13.61310,1.63133,0.05133
46.70000,13.60758,1.63448,0.05125
46.80000,13.59291,1.63790,0.05115
46.90000,13.60297,1.64172,0.05122
47.00000,13.57107,1.64485,0.05110
47.10000,13.56709,1.64891,0.05125
47.20000,13.48939,1.65189,0.05105
47.30000,13.44269,1.65574,0.05097
47.40000,13.42354,1.65927,0.05092
47.50000,13.37424,1.66230,0.05081
47.60000,13.37747,1.66633,0.05083
47.70000,13.35013,1.66929,0.05077
47.80000,13.34817,1.67328,0.05076
47.90000,13.31555,1.67647,0.05070
48.00000,13.28702,1.67997,0.05068
48.10000,13.30379,1.68379,0.05076
48.20000,13.27354,1.68660,0.05066
48.30000,13.29764,1.69075,0.05073
48.40000,13.29298,1.69382,0.05071
48.50000,13.28052,1.69759,0.05068
48.60000,13.27762,1.70119,0.05071
48.70000,13.25275,1.70444,0.05067
48.80000,13.28217,1.70848,0.05079
48.90000,13.25966,1.71115,0.05067
49.00000,13.28538,1.71522,0.05078
49.10000,13.30501,1.71864,0.05087
49.20000,13.30273,1.72210,0.05086
49.30000,13.33206,1.72588,0.05096
49.40000,13.32476,1.72890,0.05091
49.50000,13.34558,1.73265,0.05101
49.60000,13.35398,1.73593,0.05102
49.70000,13.36125,1.73958,0.05105
49.80000,13.37800,1.74321,0.05113
49.90000,13.37245,1.74636,0.05114
50.00000,13.39254,1.75018,0.05122
50.10000,13.39833,1.75364,0.05117
50.20000,13.37240,1.75699,0.05090
50.30000,13.36903,1.76072,0.05083
50.40000,13.35608,1.76397,0.05084
50.50000,13.35375,1.76771,0.05085
50.60000,13.33429,1.77098,0.05084
50.70000,13.29441,1.77448,0.05067
50.80000,13.25717,1.77828,0.05047
50.90000,13.19394,1.78122,0.05024
51.00000,13.17650,1.78524,0.05023
51.10000,13.15267,1.78845,0.05016
51.20000,13.13124,1.79202,0.05012
51.30000,13.13645,1.79579,0.05019
51.40000,13.09515,1.79887,0.05013
51.50000,13.10385,1.80299,0.05025
51.60000,13.06957,1.80570,0.05016
51.70000,13.07004,1.80950,0.05023
51.80000,13.08621,1.81310,0.05032
51.90000,13.06673,1.81638,0.05029
52.00000,13.10685,1.82059,0.05052
52.10000,13.08118,1.82332,0.05046
52.20000,13.10943,1.82731,0.05063
52.30000,13.12059,1.83035,0.05081
52.40000,13.12761,1.83401,0.05091
52.50000,13.16629,1.83778,0.05113
52.60000,13.15377,1.84081,0.05115
52.70000,13.19213,1.84490,0.05141
52.80000,13.18496,1.84792,0.05150
52.90000,13.17572,1.85174,0.05158
53.00000,13.17696,1.85512,0.05169
53.10000,13.16605,1.85843,0.05169
53.20000,13.19269,1.86228,0.05185
53.30000,13.19158,1.86539,0.05193
53.40000,13.21290,1.86920,0.05214
53.50000,13.22516,1.87248,0.05221
53.60000,13.22970,1.87585,0.05230
53.70000,13.26052,1.87967,0.05243
53.80000,13.26633,1.88291,0.05257
53.90000,13.28524,1.88657,0.05267
54.00000,13.30598,1.89016,0.05279
54.10000,13.30831,1.89344,0.05290
54.20000,13.32847,1.89723,0.05301
54.30000,13.33525,1.90053,0.05312
54.40000,13.33698,1.90411,0.05302
54.50000,13.33744,1.90759,0.05277
54.60000,13.32240,1.91098,0.05269
54.70000,13.34169,1.91495,0.05282
54.80000,13.32227,1.91793,0.05290
54.90000,13.31878,1.92177,0.05300
55.00000,13.29765,1.92499,0.05295
55.10000,13.24534,1.92836,0.05278
55.20000,13.24111,1.93233,0.05272
55.30000,13.19882,1.93530,0.05252
55.40000,13.19246,1.93941,0.05241
55.50000,13.16075,1.94241,0.05217
55.60000,13.13693,1.94609,0.05198
55.70000,13.14025,1.94976,0.05200
55.80000,13.10481,1.95283,0.05193
55.90000,13.12310,1.95694,0.05205
56.00000,13.09301,1.95976,0.05194
56.10000,13.10275,1.96382,0.05194
56.20000,13.09544,1.96689,0.05198
56.30000,13.06313,1.97035,0.05188
56.40000,13.07526,1.97428,0.05222
56.50000,13.03817,1.97713,0.05243
56.60000,13.05881,1.98134,0.05279
56.70000,13.04475,1.98431,0.05322
56.80000,13.04452,1.98805,0.05380
56.90000,13.04489,1.99166,0.05420
57.00000,13.00833,1.99494,0.05446
57.10000,13.01473,1.99883,0.05502
57.20000,12.98753,2.00184,0.05543
57.30000,12.98574,2.00573,0.05589
57.40000,12.97757,2.00911,0.05637
57.50000,12.96572,2.01258,0.05695
57.60000,12.98479,2.01647,0.05780
57.70000,12.96994,2.01939,0.05852
57.80000,12.98145,2.02303,0.05926
57.90000,12.99485,2.02655,0.06010
58.00000,12.99949,2.03004,0.06110
58.10000,13.00874,2.03368,0.06219
58.20000,13.00680,2.03695,0.06342
58.30000,13.01530,2.04057,0.06484
58.40000,13.01985,2.04408,0.06634
58.50000,13.00829,2.04744,0.06789
58.60000,13.02096,2.05127,0.06975
58.70000,12.98732,2.05446,0.07139
58.80000,12.97908,2.05818,0.07332
58.90000,12.97649,2.06151,0.07530
59.00000,12.97467,2.06494,0.07710
59.10000,12.99791,2.06868,0.07913
59.20000,12.98701,2.07172,0.08120
59.30000,13.01189,2.07569,0.08327
59.40000,13.02629,2.07898,0.08549
59.50000,13.02461,2.08251,0.08780
59.60000,13.04948,2.08621,0.09036
59.70000,13.03133,2.08931,0.09297
59.80000,13.05693,2.09338,0.09565
59.90000,13.03824,2.09634,0.09857
60.00000,13.04296,2.10026,0.10157
60.10000,13.03794,2.10358,0.10522
60.20000,13.00091,2.10694,0.10835
60.30000,12.99407,2.11102,0.11265
60.40000,12.94457,2.11383,0.11635
60.50000,12.93539,2.11776,0.12029
60.60000,12.92245,2.12087,0.12404
60.70000,12.92334,2.12462,0.12729
60.80000,12.94689,2.12821,0.13074
60.90000,12.93125,2.13136,0.13381
61.00000,12.96313,2.13535,0.13710
61.10000,12.95791,2.13834,0.14023
61.20000,12.97543,2.14212,0.14335
61.30000,12.99578,2.14559,0.14661
61.40000,12.99276,2.14901,0.14967
61.50000,13.01474,2.15281,0.15306
61.60000,12.98977,2.15590,0.15687
61.70000,12.98606,2.15973,0.16077
61.80000,12.97880,2.16287,0.16434
61.90000,12.97176,2.16636,0.16761
62.00000,12.97568,2.17025,0.17141
62.10000,12.92879,2.17344,0.17564
62.20000,12.89694,2.17716,0.18012
62.30000,12.87362,2.18053,0.18428
62.40000,12.85554,2.18399,0.18811
62.50000,12.86074,2.18773,0.19179
62.60000,12.85022,2.19097,0.19536
62.70000,12.85949,2.19467,0.19891
62.80000,12.86464,2.19804,0.20236
62.90000,12.86412,2.20156,0.20579
63.00000,12.88868,2.20544,0.20927
63.10000,12.87725,2.20848,0.21267
63.20000,12.89066,2.21217,0.21594
63.30000,12.89515,2.21536,0.21925
63.40000,12.90346,2.21903,0.22251
63.50000,12.93079,2.22271,0.22600
63.60000,12.91946,2.22585,0.22921
63.70000,12.95046,2.22987,0.23252
63.80000,12.94747,2.23276,0.23574
63.90000,12.96866,2.23666,0.23880
64.00000,12.99309,2.24017,0.24222
64.10000,12.98851,2.24343,0.24530
64.20000,13.02090,2.24733,0.24857
64.30000,13.01255,2.25026,0.25161
64.40000,13.04376,2.25431,0.25476
64.50000,13.05180,2.25733,0.25800
64.60000,13.06074,2.26096,0.26099
64.70000,13.09166,2.26470,0.26424
64.80000,13.08450,2.26776,0.26726
64.90000,13.12132,2.27191,0.27046
65.00000,13.11561,2.27478,0.27358
65.10000,13.13579,2.27864,0.27664
65.20000,13.14591,2.28198,0.27988
65.30000,13.13750,2.28543,0.28304
65.40000,13.16546,2.28942,0.28650
65.50000,13.14299,2.29229,0.28978
65.60000,13.16623,2.29632,0.29321
65.70000,13.16597,2.29947,0.29654
65.80000,13.16618,2.30316,0.29983
65.90000,13.17791,2.30683,0.30332
66.00000,13.15481,2.30989,0.30676
66.10000,13.16465,2.31370,0.31025
66.20000,13.15230,2.31689,0.31374
66.30000,13.15827,2.32061,0.31699
66.40000,13.16893,2.32419,0.32049
66.50000,13.15804,2.32735,0.32364
66.60000,13.17949,2.33117,0.32702
66.70000,13.18508,2.33452,0.33034
66.80000,13.17472,2.33814,0.33395
66.90000,13.13062,2.34177,0.33867
67.00000,13.06260,2.34491,0.34319
67.10000,13.04509,2.34872,0.34728
67.20000,13.02784,2.35196,0.35136
67.30000,13.01693,2.35552,0.35499
67.40000,13.01976,2.35914,0.35887
67.50000,12.99117,2.36233,0.36260
67.60000,13.00872,2.36640,0.36618
67.70000,12.99586,2.36934,0.36974
67.80000,12.99911,2.37302,0.37329
67.90000,13.01800,2.37661,0.37679
68.00000,13.00333,2.37986,0.38005
68.10000,13.03842,2.38400,0.38356
68.20000,13.02280,2.38683,0.38686
68.30000,13.04369,2.39084,0.39018
68.40000,13.05567,2.39397,0.39360
68.50000,13.05003,2.39748,0.39689
68.60000,13.08513,2.40138,0.40011
68.70000,13.06918,2.40431,0.40338
68.80000,13.09675,2.40833,0.40658
68.90000,13.09965,2.41133,0.40995
69.00000,13.11166,2.41511,0.41308
69.10000,13.13784,2.41864,0.41637
69.20000,13.12567,2.42181,0.41938
69.30000,13.16378,2.42589,0.42254
69.40000,13.16093,2.42883,0.42571
69.50000,13.18262,2.43276,0.42870
69.60000,13.20199,2.43611,0.43194
69.70000,13.19901,2.43950,0.43486
