Time,Load,Extension,Disp (Strain 1)
(s),(kN),(mm),(mm)
437.80000,18.44923,15.32336,4.20001
437.90000,18.43848,15.32631,4.20001
438.00000,18.44056,15.33005,4.20001
438.10000,18.45134,15.33362,4.20001
438.20000,18.43544,15.33686,4.20001
438.30000,18.45313,15.34076,4.20001
438.40000,18.43434,15.34369,4.20001
438.50000,18.44931,15.34772,4.20001
438.60000,18.44848,15.35100,4.20001
438.70000,18.44268,15.35458,4.20001
438.80000,18.45527,15.35834,4.20001
438.90000,18.43615,15.36135,4.20001
439.00000,18.45252,15.36528,4.20001
439.10000,18.44352,15.36842,4.20001
439.20000,18.44795,15.37222,4.20001
439.30000,18.45388,15.37573,4.20001
439.40000,18.43858,15.37893,4.20001
439.50000,18.44940,15.38265,4.20001
439.60000,18.44621,15.38600,4.20001
439.70000,18.44781,15.38954,4.20001
439.80000,18.44958,15.39305,4.20001
439.90000,18.44521,15.39650,4.20001
440.00000,18.45566,15.40033,4.20001
440.10000,18.44938,15.40356,4.20001
440.20000,18.44596,15.40704,4.20001
440.30000,18.45476,15.41067,4.20001
440.40000,18.44287,15.41387,4.20001
440.50000,18.45237,15.41768,4.20001
440.60000,18.45054,15.42099,4.20001
440.70000,18.44730,15.42445,4.20001
440.80000,18.45855,15.42811,4.20001
440.90000,18.44449,15.43137,4.20001
441.00000,18.46233,15.43539,4.20001
441.10000,18.44522,15.43829,4.20001
441.20000,18.45075,15.44209,4.20001
441.30000,18.46001,15.44558,4.20001
441.40000,18.44583,15.44893,4.20001
441.50000,18.46662,15.45290,4.20001
441.60000,18.44434,15.45586,4.20001
441.70000,18.46015,15.45989,4.20001
441.80000,18.45247,15.46291,4.20001
441.90000,18.44986,15.46669,4.20001
442.00000,18.46642,15.47031,4.20001
442.10000,18.44196,15.47334,4.20001
442.20000,18.45880,15.47725,4.20001
442.30000,18.44821,15.48029,4.20001
442.40000,18.45893,15.48429,4.20001
442.50000,18.45709,15.48739,4.20001
442.60000,18.44696,15.49091,4.20001
442.70000,18.46983,15.49494,4.20001
442.80000,18.44820,15.49783,4.20001
442.90000,18.46078,15.50179,4.20001
443.00000,18.45797,15.50501,4.20001
443.10000,18.45382,15.50857,4.20001
443.20000,18.46283,15.51220,4.20001
443.30000,18.45230,15.51548,4.20001
443.40000,18.46304,15.51922,4.20001
443.50000,18.45385,15.52234,4.20001
443.60000,18.45478,15.52594,4.20001
443.70000,18.46580,15.52969,4.20001
443.80000,18.45846,15.53302,4.20001
443.90000,18.46074,15.53661,4.20001
444.00000,18.45853,15.53995,4.20001
444.10000,18.45965,15.54354,4.20001
444.20000,18.46668,15.54718,4.20001
444.30000,18.45661,15.55040,4.20001
444.40000,18.46497,15.55426,4.20001
444.50000,18.46358,15.55756,4.20001
444.60000,18.45623,15.56101,4.20001
444.70000,18.47333,15.56490,4.20001
444.80000,18.45454,15.56793,4.20001
444.90000,18.46472,15.57176,4.20001
445.00000,18.45692,15.57486,4.20001
445.10000,18.46059,15.57861,4.20001
445.20000,18.47058,15.58216,4.20001
445.30000,18.45301,15.58533,4.20001
445.40000,18.47554,15.58943,4.20001
445.50000,18.45444,15.59227,4.20001
445.60000,18.46558,15.59624,4.20001
445.70000,18.46969,15.59956,4.20001
445.80000,18.45686,15.60298,4.20001
445.90000,18.47739,15.60682,4.20001
446.00000,18.45366,15.60978,4.20001
446.10000,18.47359,15.61390,4.20001
446.20000,18.45887,15.61677,4.20001
446.30000,18.46367,15.62055,4.20001
446.40000,18.47256,15.62401,4.20001
446.50000,18.45729,15.62735,4.20001
446.60000,18.48148,15.63141,4.20001
446.70000,18.45675,15.63422,4.20001
446.80000,18.47051,15.63826,4.20001
446.90000,18.46897,15.64141,4.20001
447.00000,18.46339,15.64500,4.20001
447.10000,18.47856,15.64875,4.20001
447.20000,18.46008,15.65191,4.20001
447.30000,18.47724,15.65589,4.20001
447.40000,18.46694,15.65903,4.20001
447.50000,18.46734,15.66268,4.20001
447.60000,18.47185,15.66616,4.20001
447.70000,18.46120,15.66939,4.20001
447.80000,18.47041,15.67307,4.20001
447.90000,18.46843,15.67649,4.20001
448.00000,18.47108,15.68013,4.20001
448.10000,18.47903,15.68371,4.20001
448.20000,18.46411,15.68694,4.20001
448.30000,18.47416,15.69070,4.20001
448.40000,18.47157,15.69403,4.20001
448.50000,18.47030,15.69756,4.20001
448.60000,18.47887,15.70125,4.20001
448.70000,18.46593,15.70437,4.20001
448.80000,18.47342,15.70817,4.20001
448.90000,18.47213,15.71148,4.20001
449.00000,18.46951,15.71497,4.20001
449.10000,18.47701,15.71848,4.20001
449.20000,18.46592,15.72180,4.20001
449.30000,18.48604,15.72588,4.20001
449.40000,18.46881,15.72885,4.20001
449.50000,18.47559,15.73272,4.20001
449.60000,18.47810,15.73601,4.20001
449.70000,18.46584,15.73937,4.20001
449.80000,18.48643,15.74334,4.20001
449.90000,18.46815,15.74643,4.20001
450.00000,18.48296,15.75045,4.20001
450.10000,18.47038,15.75340,4.20001
450.20000,18.47216,15.75717,4.20001
450.30000,18.48443,15.76072,4.20001
450.40000,18.46460,15.76383,4.20001
450.50000,18.48400,15.76785,4.20001
450.60000,18.46739,15.77079,4.20001
450.70000,18.48057,15.77479,4.20001
450.80000,18.47841,15.77795,4.20001
450.90000,18.46984,15.78144,4.20001
451.00000,18.48888,15.78535,4.20001
451.10000,18.46925,15.78834,4.20001
451.20000,18.48599,15.79239,4.20001
451.30000,18.47651,15.79548,4.20001
451.40000,18.47579,15.79905,4.20001
451.50000,18.48342,15.80262,4.20001
451.60000,18.47467,15.80596,4.20001
451.70000,18.48489,15.80970,4.20001
451.80000,18.47343,15.81277,4.20001
451.90000,18.47996,15.81650,4.20001
452.00000,18.48718,15.82012,4.20001
452.10000,18.47890,15.82348,4.20001
452.20000,18.48564,15.82715,4.20001
452.30000,18.47849,15.83043,4.20001
452.40000,18.48251,15.83404,4.20001
452.50000,18.48735,15.83763,4.20001
452.60000,18.48043,15.84100,4.20001
452.70000,18.48754,15.84481,4.20001
452.80000,18.47872,15.84795,4.20001
452.90000,18.48134,15.85161,4.20001
453.00000,18.49235,15.85528,4.20001
453.10000,18.47631,15.85840,4.20001
453.20000,18.48593,15.86222,4.20001
453.30000,18.47875,15.86537,4.20001
453.40000,18.48383,15.86913,4.20001
453.50000,18.49144,15.87262,4.20001
453.60000,18.47953,15.87596,4.20001
453.70000,18.49242,15.87977,4.20001
453.80000,18.47663,15.88278,4.20001
453.90000,18.49046,15.88680,4.20001
454.00000,18.48861,15.89002,4.20001
454.10000,18.48184,15.89356,4.20001
454.20000,18.49491,15.89719,4.20001
454.30000,18.47610,15.90035,4.20001
454.40000,18.49634,15.90437,4.20001
454.50000,18.47746,15.90721,4.20001
454.60000,18.48704,15.91110,4.20001
454.70000,18.49159,15.91445,4.20001
454.80000,18.48006,15.91789,4.20001
454.90000,18.50212,15.92189,4.20001
455.00000,18.47856,15.92480,4.20001
455.10000,18.49329,15.92874,4.20001
455.20000,18.48588,15.93186,4.20001
455.30000,18.48905,15.93569,4.20001
455.40000,18.49722,15.93922,4.20001
455.50000,18.47785,15.94237,4.20001
455.60000,18.49657,15.94632,4.20001
455.70000,18.48608,15.94943,4.20001
455.80000,18.49167,15.95321,4.20001
455.90000,18.49358,15.95657,4.20001
456.00000,18.48388,15.95999,4.20001
456.10000,18.49567,15.96373,4.20001
456.20000,18.48372,15.96687,4.20001
456.30000,18.49614,15.97069,4.20001
456.40000,18.49397,15.97403,4.20001
456.50000,18.48623,15.97747,4.20001
456.60000,18.49769,15.98125,4.20001
456.70000,18.49123,15.98456,4.20001
456.80000,18.49455,15.98821,4.20001
456.90000,18.49455,15.99154,4.20001
457.00000,18.48707,15.99495,4.20001
457.10000,18.49906,15.99876,4.20001
457.20000,18.48845,16.00193,4.20001
457.30000,18.49266,16.00556,4.20001
457.40000,18.49522,16.00891,4.20001
457.50000,18.48639,16.01232,4.20001
457.60000,18.50574,16.01635,4.20001
457.70000,18.48955,16.01941,4.20001
457.80000,18.49620,16.02323,4.20001
457.90000,18.49358,16.02640,4.20001
458.00000,18.49053,16.03001,4.20001
458.10000,18.50856,16.03382,4.20001
458.20000,18.48494,16.03687,4.20001
458.30000,18.50189,16.04092,4.20001
458.40000,18.49104,16.04386,4.20001
458.50000,18.49412,16.04769,4.20001
458.60000,18.50527,16.05116,4.20001
458.70000,18.48640,16.05440,4.20001
458.80000,18.50911,16.05849,4.20001
458.90000,18.48512,16.06127,4.20001
459.00000,18.50135,16.06525,4.20001
459.10000,18.49783,16.06837,4.20001
459.20000,18.49152,16.07196,4.20001
459.30000,18.51122,16.07587,4.20001
459.40000,18.48994,16.07887,4.20001
459.50000,18.50916,16.08298,4.20001
459.60000,18.49489,16.08590,4.20001
459.70000,18.49523,16.08956,4.20001
459.80000,18.50521,16.09314,4.20001
459.90000,18.49279,16.09646,4.20001
460.00000,18.50519,16.10024,4.20001
460.10000,18.49368,16.10329,4.20001
460.20000,18.50050,16.10715,4.20001
460.30000,18.50688,16.11069,4.20001
460.40000,18.49613,16.11403,4.20001
460.50000,18.50176,16.11762,4.20001
460.60000,18.49584,16.12085,4.20001
460.70000,18.50175,16.12453,4.20001
460.80000,18.50981,16.12820,4.20001
460.90000,18.49943,16.13156,4.20001
461.00000,18.50591,16.13527,4.20001
461.10000,18.49720,16.13842,4.20001
461.20000,18.50112,16.14209,4.20001
461.30000,18.51171,16.14573,4.20001
461.40000,18.49637,16.14892,4.20001
461.50000,18.50941,16.15282,4.20001
461.60000,18.49657,16.15582,4.20001
461.70000,18.50303,16.15963,4.20001
461.80000,18.51047,16.16308,4.20001
461.90000,18.49685,16.16641,4.20001
462.00000,18.51485,16.17029,4.20001
462.10000,18.49258,16.17319,4.20001
462.20000,18.51374,16.17745,4.20001
462.30000,18.50792,16.18056,4.20001
462.40000,18.49751,16.18401,4.20001
462.50000,18.51300,16.18768,4.20001
462.60000,18.49316,16.19077,4.20001
462.70000,18.51427,16.19487,4.20001
462.80000,18.49746,16.19774,4.20001
462.90000,18.50463,16.20163,4.20001
463.00000,18.51128,16.20499,4.20001
463.10000,18.49711,16.20837,4.20001
463.20000,18.52003,16.21235,4.20001
463.30000,18.49654,16.21522,4.20001
463.40000,18.51256,16.21923,4.20001
463.50000,18.50687,16.22237,4.20001
463.60000,18.50776,16.22617,4.20001
463.70000,18.51923,16.22981,4.20001
463.80000,18.49771,16.23289,4.20001
463.90000,18.51620,16.23682,4.20001
464.00000,18.50662,16.23999,4.20001
464.10000,18.50902,16.24366,4.20001
464.20000,18.51187,16.24710,4.20001
464.30000,18.50274,16.25046,4.20001
464.40000,18.51251,16.25412,4.20001
464.50000,18.50675,16.25743,4.20001
464.60000,18.51544,16.26122,4.20001
464.70000,18.51148,16.26450,4.20001
464.80000,18.50345,16.26789,4.20001
464.90000,18.51649,16.27171,4.20001
465.00000,18.51134,16.27508,4.20001
465.10000,18.51058,16.27858,4.20001
465.20000,18.51656,16.28218,4.20001
465.30000,18.50567,16.28545,4.20001
465.40000,18.51504,16.28920,4.20001
465.50000,18.50787,16.29240,4.20001
465.60000,18.51102,16.29607,4.20001
465.70000,18.51601,16.29949,4.20001
465.80000,18.50672,16.30288,4.20001
465.90000,18.52474,16.30686,4.20001
466.00000,18.50710,16.30989,4.20001
466.10000,18.51340,16.31365,4.20001
466.20000,18.51241,16.31687,4.20001
466.30000,18.51010,16.32053,4.20001
466.40000,18.52744,16.32432,4.20001
466.50000,18.50464,16.32741,4.20001
466.60000,18.52347,16.33147,4.20001
466.70000,18.50765,16.33431,4.20001
466.80000,18.51296,16.33816,4.20001
466.90000,18.52282,16.34161,4.20001
467.00000,18.50589,16.34491,4.20001
467.10000,18.52638,16.34888,4.20001
467.20000,18.50418,16.35177,4.20001
467.30000,18.52284,16.35589,4.20001
467.40000,18.51420,16.35886,4.20001
467.50000,18.50978,16.36247,4.20001
467.60000,18.52672,16.36629,4.20001
467.70000,18.50905,16.36944,4.20001
467.80000,18.52530,16.37340,4.20001
467.90000,18.51130,16.37641,4.20001
468.00000,18.51701,16.38020,4.20001
468.10000,18.52197,16.38366,4.20001
468.20000,18.51022,16.38695,4.20001
468.30000,18.51839,16.39060,4.20001
468.40000,18.51305,16.39380,4.20001
468.50000,18.51896,16.39753,4.20001
468.60000,18.52354,16.40109,4.20001
468.70000,18.51793,16.40456,4.20001
468.80000,18.52261,16.40816,4.20001
468.90000,18.51335,16.41135,4.20001
469.00000,18.51902,16.41500,4.20001
469.10000,18.52593,16.41866,4.20001
469.20000,18.51981,16.42203,4.20001
469.30000,18.52538,16.42576,4.20001
469.40000,18.51656,16.42896,4.20001
469.50000,18.52045,16.43259,4.20001
469.60000,18.52847,16.43621,4.20001
469.70000,18.51569,16.43945,4.20001
469.80000,18.52683,16.44324,4.20001
469.90000,18.51533,16.44635,4.20001
470.00000,18.52151,16.45014,4.20001
470.10000,18.52969,16.45368,4.20001
470.20000,18.51648,16.45702,4.20001
470.30000,18.52887,16.46074,4.20001
470.40000,18.51069,16.46378,4.20001
470.50000,18.52858,16.46788,4.20001
470.60000,18.52228,16.47098,4.20001
470.70000,18.51781,16.47455,4.20001
470.80000,18.53143,16.47818,4.20001
470.90000,18.51154,16.48128,4.20001
471.00000,18.53290,16.48535,4.20001
471.10000,18.51490,16.48822,4.20001
471.20000,18.52393,16.49207,4.20001
471.30000,18.52947,16.49549,4.20001
471.40000,18.51864,16.49897,4.20001
471.50000,18.53856,16.50288,4.20001
471.60000,18.51256,16.50573,4.20001
471.70000,18.52933,16.50973,4.20001
471.80000,18.52353,16.51285,4.20001
471.90000,18.52451,16.51657,4.20001
472.00000,18.53525,16.52025,4.20001
472.10000,18.51766,16.52343,4.20001
472.20000,18.53409,16.52734,4.20001
472.30000,18.52145,16.53040,4.20001
472.40000,18.52779,16.53421,4.20001
472.50000,18.52945,16.53756,4.20001
472.60000,18.51871,16.54094,4.20001
472.70000,18.53297,16.54475,4.20001
472.80000,18.52305,16.54799,4.20001
472.90000,18.52915,16.55167,4.20001
473.00000,18.52671,16.55498,4.20001
473.10000,18.52184,16.55846,4.20001
473.20000,18.53436,16.56229,4.20001
473.30000,18.52581,16.56554,4.20001
473.40000,18.52976,16.56922,4.20001
473.50000,18.53066,16.57260,4.20001
473.60000,18.52083,16.57589,4.20001
473.70000,18.53476,16.57976,4.20001
473.80000,18.52450,16.58290,4.20001
473.90000,18.52615,16.58645,4.20001
474.00000,18.53322,16.58996,4.20001
474.10000,18.52675,16.59346,4.20001
474.20000,18.54324,16.59739,4.20001
474.30000,18.52218,16.60030,4.20001
474.40000,18.53217,16.60422,4.20001
474.50000,18.53117,16.60741,4.20001
474.60000,18.52591,16.61099,4.20001
474.70000,18.54324,16.61477,4.20001
474.80000,18.52266,16.61790,4.20001
474.90000,18.54245,16.62201,4.20001
475.00000,18.52336,16.62481,4.20001
475.10000,18.52955,16.62869,4.20001
475.20000,18.53871,16.63211,4.20001
475.30000,18.52118,16.63535,4.20001
475.40000,18.54244,16.63942,4.20001
475.50000,18.52367,16.64236,4.20001
475.60000,18.53906,16.64641,4.20001
475.70000,18.52757,16.64934,4.20001
475.80000,18.52547,16.65299,4.20001
475.90000,18.54157,16.65681,4.20001
476.00000,18.52291,16.65983,4.20001
476.10000,18.54503,16.66403,4.20001
476.20000,18.52766,16.66691,4.20001
476.30000,18.53073,16.67060,4.20001
476.40000,18.53776,16.67409,4.20001
476.50000,18.52774,16.67744,4.20001
476.60000,18.54011,16.68117,4.20001
476.70000,18.52760,16.68425,4.20001
476.80000,18.53693,16.68809,4.20001
476.90000,18.54207,16.69165,4.20001
477.00000,18.53330,16.69502,4.20001
477.10000,18.53730,16.69862,4.20001
477.20000,18.53285,16.70192,4.20001
477.30000,18.53671,16.70555,4.20001
477.40000,18.54140,16.70913,4.20001
477.50000,18.53759,16.71263,4.20001
477.60000,18.54044,16.71623,4.20001
477.70000,18.53056,16.71940,4.20001
477.80000,18.53586,16.72308,4.20001
477.90000,18.54679,16.72680,4.20001
478.00000,18.53082,16.72998,4.20001
478.10000,18.54190,16.73379,4.20001
478.20000,18.52985,16.73689,4.20001
478.30000,18.53849,16.74072,4.20001
478.40000,18.53985,16.74401,4.20001
478.50000,18.53075,16.74742,4.20001
478.60000,18.54746,16.75129,4.20001
478.70000,18.52878,16.75429,4.20001
478.80000,18.54599,16.75840,4.20001
478.90000,18.53910,16.76148,4.20001
479.00000,18.53449,16.76509,4.20001
479.10000,18.54555,16.76863,4.20001
479.20000,18.52706,16.77178,4.20001
479.30000,18.54854,16.77586,4.20001
479.40000,18.53089,16.77872,4.20001
479.50000,18.54182,16.78263,4.20001
479.60000,18.54315,16.78591,4.20001
479.70000,18.53309,16.78937,4.20001
479.80000,18.55067,16.79327,4.20001
479.90000,18.53472,16.79634,4.20001
480.00000,18.54681,16.80029,4.20001
480.10000,18.53918,16.80339,4.20001
480.20000,18.54140,16.80721,4.20001
480.30000,18.54837,16.81073,4.20001
480.40000,18.53102,16.81385,4.20001
480.50000,18.54726,16.81774,4.20001
480.60000,18.53974,16.82099,4.20001
480.70000,18.54326,16.82474,4.20001
480.80000,18.54638,16.82825,4.20001
480.90000,18.53575,16.83154,4.20001
481.00000,18.54287,16.83513,4.20001
481.10000,18.53579,16.83837,4.20001
481.20000,18.54163,16.84197,4.20001
481.30000,18.54455,16.84549,4.20001
481.40000,18.54035,16.84896,4.20001
481.50000,18.55136,16.85283,4.20001
481.60000,18.54353,16.85607,4.20001
481.70000,18.54195,16.85957,4.20001
481.80000,18.54721,16.86308,4.20001
481.90000,18.53683,16.86633,4.20001
482.00000,18.55015,16.87028,4.20001
482.10000,18.54317,16.87346,4.20001
482.20000,18.54157,16.87703,4.20001
482.30000,18.55032,16.88053,4.20001
482.40000,18.53671,16.88380,4.20001
482.50000,18.55579,16.88785,4.20001
482.60000,18.54035,16.89081,4.20001
482.70000,18.54653,16.89470,4.20001
482.80000,18.54934,16.89799,4.20001
482.90000,18.54041,16.90154,4.20001
483.00000,18.55792,16.90531,4.20001
483.10000,18.53408,16.90830,4.20001
483.20000,18.55328,16.91239,4.20001
483.30000,18.53987,16.91531,4.20001
483.40000,18.54420,16.91917,4.20001
483.50000,18.55893,16.92284,4.20001
483.60000,18.53730,16.92594,4.20001
483.70000,18.55355,16.92983,4.20001
483.80000,18.53558,16.93274,4.20001
483.90000,18.55049,16.93675,4.20001
484.00000,18.54785,16.93992,4.20001
484.10000,18.54238,16.94350,4.20001
484.20000,18.55770,16.94729,4.20001
484.30000,18.54077,16.95040,4.20001
484.40000,18.55769,16.95446,4.20001
484.50000,18.54413,16.95742,4.20001
484.60000,18.54288,16.96098,4.20001
484.70000,18.55299,16.96459,4.20001
484.80000,18.54470,16.96794,4.20001
484.90000,18.55397,16.97170,4.20001
485.00000,18.54747,16.97492,4.20001
485.10000,18.54909,16.97853,4.20001
485.20000,18.55377,16.98207,4.20001
485.30000,18.54761,16.98548,4.20001
485.40000,18.55494,16.98919,4.20001
485.50000,18.54630,16.99239,4.20001
485.60000,18.55054,16.99610,4.20001
485.70000,18.55894,16.99973,4.20001
485.80000,18.54631,17.00300,4.20001
485.90000,18.55487,17.00675,4.20001
486.00000,18.54418,17.00986,4.20001
486.10000,18.55169,17.01367,4.20001
486.20000,18.55753,17.01716,4.20001
486.30000,18.54484,17.02044,4.20001
486.40000,18.56113,17.02441,4.20001
486.50000,18.54410,17.02732,4.20001
486.60000,18.55021,17.03111,4.20001
486.70000,18.55605,17.03454,4.20001
486.80000,18.54601,17.03792,4.20001
486.90000,18.56050,17.04168,4.20001
487.00000,18.54491,17.04480,4.20001
487.10000,18.56698,17.04916,4.20001
487.20000,18.55143,17.05196,4.20001
487.30000,18.54505,17.05551,4.20001
487.40000,18.56071,17.05915,4.20001
487.50000,18.54401,17.06229,4.20001
487.60000,18.56127,17.06627,4.20001
487.70000,18.54728,17.06928,4.20001
487.80000,18.55702,17.07315,4.20001
487.90000,18.55514,17.07636,4.20001
488.00000,18.54860,17.07992,4.20001
488.10000,18.56590,17.08378,4.20001
488.20000,18.54653,17.08682,4.20001
488.30000,18.55938,17.09071,4.20001
488.40000,18.55267,17.09390,4.20001
488.50000,18.55696,17.09772,4.20001
488.60000,18.56351,17.10121,4.20001
488.70000,18.54480,17.10437,4.20001
488.80000,18.56009,17.10821,4.20001
488.90000,18.55316,17.11142,4.20001
489.00000,18.55648,17.11514,4.20001
489.10000,18.56177,17.11868,4.20001
489.20000,18.55215,17.12198,4.20001
489.30000,18.55692,17.12561,4.20001
489.40000,18.55450,17.12898,4.20001
489.50000,18.55962,17.13265,4.20001
489.60000,18.55723,17.13594,4.20001
489.70000,18.55158,17.13940,4.20001
489.80000,18.56802,17.14337,4.20001
489.90000,18.55841,17.14659,4.20001
490.00000,18.55615,17.15016,4.20001
490.10000,18.56142,17.15363,4.20001
490.20000,18.55169,17.15695,4.20001
490.30000,18.56203,17.16069,4.20001
490.40000,18.55428,17.16393,4.20001
490.50000,18.55865,17.16765,4.20001
490.60000,18.56000,17.17097,4.20001
490.70000,18.55272,17.17439,4.20001
490.80000,18.56991,17.17831,4.20001
490.90000,18.55264,17.18137,4.20001
491.00000,18.56060,17.18521,4.20001
491.10000,18.55763,17.18841,4.20001
491.20000,18.55710,17.19209,4.20001
491.30000,18.56863,17.19567,4.20001
491.40000,18.55108,17.19889,4.20001
491.50000,18.57121,17.20300,4.20001
491.60000,18.55122,17.20580,4.20001
491.70000,18.55689,17.20964,4.20001
491.80000,18.56809,17.21313,4.20001
491.90000,18.55440,17.21651,4.20001
492.00000,18.57154,17.22037,4.20001
492.10000,18.54897,17.22328,4.20001
492.20000,18.56720,17.22737,4.20001
492.30000,18.55629,17.23027,4.20001
492.40000,18.55679,17.23401,4.20001
492.50000,18.57584,17.23790,4.20001
492.60000,18.55384,17.24096,4.20001
492.70000,18.57122,17.24494,4.20001
492.80000,18.55350,17.24786,4.20001
492.90000,18.56217,17.25170,4.20001
493.00000,18.56373,17.25499,4.20001
493.10000,18.55465,17.25845,4.20001
493.20000,18.57160,17.26232,4.20001
493.30000,18.55469,17.26531,4.20001
493.40000,18.56570,17.26916,4.20001
493.50000,18.56579,17.27258,4.20001
493.60000,18.56052,17.27605,4.20001
493.70000,18.56471,17.27956,4.20001
493.80000,18.55640,17.28285,4.20001
493.90000,18.56929,17.28668,4.20001
494.00000,18.56927,17.29015,4.20001
494.10000,18.56389,17.29363,4.20001
494.20000,18.56577,17.29720,4.20001
494.30000,18.55951,17.30043,4.20001
494.40000,18.56401,17.30409,4.20001
494.50000,18.56962,17.30764,4.20001
494.60000,18.56346,17.31109,4.20001
494.70000,18.57094,17.31471,4.20001
494.80000,18.55730,17.31786,4.20001
494.90000,18.56837,17.32174,4.20001
495.00000,18.56560,17.32497,4.20001
495.10000,18.56019,17.32844,4.20001
495.20000,18.57564,17.33222,4.20001
495.30000,18.55908,17.33542,4.20001
495.40000,18.57813,17.33956,4.20001
495.50000,18.56071,17.34243,4.20001
495.60000,18.56361,17.34614,4.20001
495.70000,18.56807,17.34947,4.20001
495.80000,18.55469,17.35278,4.20001
495.90000,18.58106,17.35695,4.20001
496.00000,18.55716,17.35978,4.20001
496.10000,18.56982,17.36371,4.20001
496.20000,18.56706,17.36684,4.20001
496.30000,18.56267,17.37050,4.20001
496.40000,18.57871,17.37422,4.20001
496.50000,18.55475,17.37719,4.20001
496.60000,18.57692,17.38133,4.20001
496.70000,18.56417,17.38434,4.20001
496.80000,18.57123,17.38825,4.20001
496.90000,18.57470,17.39162,4.20001
497.00000,18.55914,17.39495,4.20001
497.10000,18.57592,17.39878,4.20001
497.20000,18.56041,17.40182,4.20001
497.30000,18.57462,17.40581,4.20001
497.40000,18.57345,17.40913,4.20001
497.50000,18.56262,17.41250,4.20001
497.60000,18.57097,17.41615,4.20001
497.70000,18.56417,17.41944,4.20001
497.80000,18.57245,17.42311,4.20001
497.90000,18.57303,17.42653,4.20001
498.00000,18.56892,17.43007,4.20001
498.10000,18.57399,17.43373,4.20001
498.20000,18.56751,17.43700,4.20001
498.30000,18.57012,17.44064,4.20001
498.40000,18.57306,17.44407,4.20001
498.50000,18.56207,17.44734,4.20001
498.60000,18.57648,17.45128,4.20001
498.70000,18.56769,17.45446,4.20001
498.80000,18.57045,17.45812,4.20001
498.90000,18.57045,17.46138,4.20001
499.00000,18.56585,17.46491,4.20001
499.10000,18.58319,17.46882,4.20001
499.20000,18.56241,17.47178,4.20001
499.30000,18.57617,17.47579,4.20001
499.40000,18.57184,17.47891,4.20001
499.50000,18.56855,17.48257,4.20001
499.60000,18.58195,17.48622,4.20001
499.70000,18.56338,17.48940,4.20001
499.80000,18.58205,17.49347,4.20001
499.90000,18.56106,17.49621,4.20001
500.00000,18.57392,17.50027,4.20001
500.10000,18.58077,17.50366,4.20001
500.20000,18.56282,17.50692,4.20001
500.30000,18.58141,17.51083,4.20001
500.40000,18.56209,17.51377,4.20001
500.50000,18.57940,17.51781,4.20001
500.60000,18.57018,17.52080,4.20001
500.70000,18.56998,17.52454,4.20001
500.80000,18.58528,17.52833,4.20001
500.90000,18.56476,17.53140,4.20001
501.00000,18.58429,17.53549,4.20001
501.10000,18.56699,17.53838,4.20001
501.20000,18.57150,17.54207,4.20001
501.30000,18.57567,17.54555,4.20001
501.40000,18.57056,17.54903,4.20001
501.50000,18.57929,17.55271,4.20001
501.60000,18.56608,17.55574,4.20001
501.70000,18.57603,17.55957,4.20001
501.80000,18.58002,17.56310,4.20001
501.90000,18.57228,17.56645,4.20001
502.00000,18.57829,17.57014,4.20001
502.10000,18.57388,17.57346,4.20001
502.20000,18.57560,17.57704,4.20001
502.30000,18.58179,17.58064,4.20001
502.40000,18.57520,17.58408,4.20001
502.50000,18.58097,17.58776,4.20001
502.60000,18.56741,17.59076,4.20001
502.70000,18.57666,17.59460,4.20001
502.80000,18.58881,17.59834,4.20001
502.90000,18.57034,17.60149,4.20001
503.00000,18.58213,17.60534,4.20001
503.10000,18.57075,17.60840,4.20001
503.20000,18.57821,17.61222,4.20001
503.30000,18.57455,17.61535,4.20001
503.40000,18.57123,17.61889,4.20001
503.50000,18.58826,17.62273,4.20001
503.60000,18.56868,17.62583,4.20001
503.70000,18.59067,17.63006,4.20001
503.80000,18.57365,17.63295,4.20001
503.90000,18.57320,17.63658,4.20001
504.00000,18.57747,17.63989,4.20001
504.10000,18.56889,17.64331,4.20001
504.20000,18.59288,17.64742,4.20001
504.30000,18.56858,17.65024,4.20001
504.40000,18.58279,17.65422,4.20001
504.50000,18.57829,17.65736,4.20001
504.60000,18.57333,17.66091,4.20001
504.70000,18.58709,17.66463,4.20001
504.80000,18.57106,17.66781,4.20001
504.90000,18.58884,17.67183,4.20001
505.00000,18.57514,17.67483,4.20001
505.10000,18.58332,17.67876,4.20001
505.20000,18.58582,17.68212,4.20001
505.30000,18.57005,17.68540,4.20001
505.40000,18.58509,17.68921,4.20001
505.50000,18.57556,17.69246,4.20001
505.60000,18.58814,17.69635,4.20001
505.70000,18.58001,17.69952,4.20001
505.80000,18.57499,17.70305,4.20001
505.90000,18.58467,17.70671,4.20001
506.00000,18.57243,17.70988,4.20001
506.10000,18.58259,17.71361,4.20001
506.20000,18.58124,17.71694,4.20001
506.30000,18.57956,17.72056,4.20001
506.40000,18.58924,17.72430,4.20001
506.50000,18.57797,17.72758,4.20001
506.60000,18.58334,17.73125,4.20001
506.70000,18.57649,17.73438,4.20001
506.80000,18.57517,17.73787,4.20001
506.90000,18.59102,17.74176,4.20001
507.00000,18.57774,17.74495,4.20001
507.10000,18.58308,17.74870,4.20001
507.20000,18.58148,17.75193,4.20001
507.30000,18.57704,17.75537,4.20001
507.40000,18.59031,17.75919,4.20001
507.50000,18.57745,17.76236,4.20001
