Time,Load,Extension,Disp (Strain 1)
(s),(kN),(mm),(mm)
309.30000,16.06232,10.82541,-0.00981
309.40000,16.05192,10.82916,-0.00980
309.50000,16.04785,10.83266,-0.00977
309.60000,16.02437,10.83588,-0.00976
309.70000,16.02717,10.83992,-0.00977
309.80000,16.00541,10.84284,-0.00977
309.90000,15.99952,10.84674,-0.00975
310.00000,15.99248,10.85011,-0.00974
310.10000,15.97274,10.85352,-0.00974
310.20000,15.97287,10.85731,-0.00969
310.30000,15.94733,10.86026,-0.00970
310.40000,15.95091,10.86433,-0.00969
310.50000,15.93392,10.86739,-0.00969
310.60000,15.92150,10.87108,-0.00967
310.70000,15.92131,10.87478,-0.00965
310.80000,15.89595,10.87793,-0.00964
310.90000,15.89772,10.88188,-0.00961
311.00000,15.87531,10.88486,-0.00965
311.10000,15.86967,10.88866,-0.00963
311.20000,15.86072,10.89204,-0.00966
311.30000,15.84407,10.89548,-0.00963
311.40000,15.84208,10.89922,-0.00962
311.50000,15.82050,10.90228,-0.00965
311.60000,15.81748,10.90609,-0.00960
311.70000,15.80680,10.90953,-0.00964
311.80000,15.79262,10.91304,-0.00969
311.90000,15.78511,10.91666,-0.00970
312.00000,15.76800,10.91990,-0.00969
312.10000,15.76267,10.92365,-0.00969
312.20000,15.75191,10.92709,-0.00972
312.30000,15.73637,10.93050,-0.00968
312.40000,15.72989,10.93424,-0.00971
312.50000,15.71368,10.93745,-0.00975
312.60000,15.70479,10.94107,-0.00972
312.70000,15.69877,10.94467,-0.00974
312.80000,15.67926,10.94800,-0.00977
312.90000,15.67583,10.95175,-0.00979
313.00000,15.65529,10.95485,-0.00975
313.10000,15.65099,10.95873,-0.00977
313.20000,15.63966,10.96201,-0.00977
313.30000,15.62316,10.96545,-0.00975
313.40000,15.62408,10.96930,-0.00977
313.50000,15.59836,10.97236,-0.00976
313.60000,15.59892,10.97643,-0.00976
313.70000,15.58038,10.97944,-0.00976
313.80000,15.56840,10.98312,-0.00976
313.90000,15.56327,10.98656,-0.00971
314.00000,15.53931,10.98975,-0.00973
314.10000,15.54673,10.99397,-0.00970
314.20000,15.51876,10.99677,-0.00969
314.30000,15.51419,11.00061,-0.00972
314.40000,15.50407,11.00388,-0.00967
314.50000,15.48737,11.00744,-0.00968
314.60000,15.48966,11.01132,-0.00965
314.70000,15.46041,11.01422,-0.00960
314.80000,15.46264,11.01831,-0.00961
314.90000,15.44284,11.02131,-0.00964
315.00000,15.43509,11.02517,-0.00961
315.10000,15.42775,11.02869,-0.00955
315.20000,15.40487,11.03198,-0.00958
315.30000,15.40285,11.03572,-0.00957
315.40000,15.38375,11.03887,-0.00961
315.50000,15.38106,11.04285,-0.00961
315.60000,15.36635,11.04611,-0.00962
315.70000,15.34717,11.04947,-0.00963
315.80000,15.34249,11.05317,-0.00959
315.90000,15.32714,11.05645,-0.00959
316.00000,15.31855,11.06003,-0.00960
316.10000,15.30833,11.06349,-0.00961
316.20000,15.29347,11.06702,-0.00961
316.30000,15.28795,11.07082,-0.00961
316.40000,15.26841,11.07402,-0.00966
316.50000,15.25816,11.07764,-0.00964
316.60000,15.24804,11.08107,-0.00964
316.70000,15.22842,11.08432,-0.00969
316.80000,15.22790,11.08829,-0.00971
316.90000,15.20998,11.09150,-0.00968
317.00000,15.19892,11.09516,-0.00972
317.10000,15.18694,11.09843,-0.00970
317.20000,15.17051,11.10194,-0.00972
317.30000,15.17193,11.10579,-0.00970
317.40000,15.14244,11.10872,-0.00973
317.50000,15.14264,11.11280,-0.00970
317.60000,15.12615,11.11593,-0.00973
317.70000,15.11050,11.11955,-0.00971
317.80000,15.10882,11.12322,-0.00967
317.90000,15.08230,11.12639,-0.00967
318.00000,15.08293,11.13039,-0.00969
318.10000,15.05625,11.13320,-0.00967
318.20000,15.05328,11.13729,-0.00966
318.30000,15.04534,11.14073,-0.00968
318.40000,15.01885,11.14397,-0.00970
318.50000,15.01810,11.14784,-0.00964
318.60000,14.99155,11.15079,-0.00965
318.70000,14.99134,11.15479,-0.00966
318.80000,14.96978,11.15779,-0.00960
318.90000,14.95737,11.16156,-0.00958
319.00000,14.95260,11.16536,-0.00961
319.10000,14.91719,11.16841,-0.00958
319.20000,14.88650,11.17252,-0.00955
319.25700,2.10155,11.17972,-0.00964
